user,start_date,itemlv
축복의버프,2020-08-22,915.83
축복의불꽃,2021-05-15,74.17
축오로운,2021-12-25,1415
축자룡,2022-07-10,1460
춘배아저씨,2023-12-20,1477.5
춘식이코,2022-06-11,347
춘추몽,2023-07-17,1415
춘향향단,2023-07-07,1415
춘호우,2023-07-20,1520
출근매니아,2021-09-12,260
출렁출렁보잉보잉,2023-01-19,1477.5
출출한홀리나이트,2021-01-08,1375
춤커드제노사이드,2023-05-29,1475
충강력,2021-09-11,1370
충기상술사,2022-07-08,1340
충길로틴,2023-01-21,1340
충동사랑,2021-07-09,1400
충디트,2022-12-22,1460
충모닉l2,2022-12-23,1460
충모닉이라도,2022-11-10,1570
충모닉일까요억모닉일까요,2022-03-06,1302
춷춷,2023-01-01,600
취설송,2023-12-23,1601.67
취준생아저씨,2021-07-09,1350.83
츄닝7,2022-10-02,1380
츄쵸비,2022-01-12,1462.5
치노슬,2023-02-28,1340
치르권,2023-12-21,1580
치리터,2023-07-19,1490
치마는검정색,2022-07-28,1472.5
치빗코,2021-08-03,1415
치엘,2023-12-21,1592.5
치와와키우는워붕이,2023-02-18,1581.67
치와와플,2021-01-21,1343.33
치요루카,2022-03-02,1302
치요술사,2022-07-06,1340
치우르르,2020-08-23,920.83
치즈맛리츠,2020-10-03,915
치지지직,2023-12-21,1540
치층,2022-12-23,1505
치코렛,2023-08-15,90
치쿠빔,2021-06-24,1409.17
치킨과휴가,2022-02-02,55
치킨보다피자죠,2022-04-02,142.5
치킨뽀,2020-12-01,487.5
치킨의튀김,2023-07-21,1510
치티치티붕붕,2023-06-28,130
치하린,2022-01-20,1370
친구는우비가있어요,2022-07-06,1460
친절한벼수니,2021-02-28,1439.17
칠네,2023-07-17,1540
침대위시련들,2023-11-11,1490
침대위욕망들,2023-12-21,1510
칭기즈칸최후의폭주,2022-11-11,1584.17
칰칰홐홐땡,2023-12-24,1582.5
카과인,2023-12-22,1583.33
카구라은혼,2022-07-07,1430
카나에루,2024-04-15,1610
카노우미유짱,2024-05-14,1615.83
카단여친,2023-12-20,1531.67
카단티이,2021-08-09,51.67
카드는체크카드,2020-08-22,916.67
카드빈,2022-05-26,1475
카드잘나와주세요,2021-09-15,493.33
카드잘쓰는여자,2021-11-07,1391.67
카드치는곰도리,2022-03-22,1370
카라멜초코푸딩,2022-07-06,1475
카롱사탕,2023-01-26,90.17
카르모르,2021-08-22,1415
카르테론,2022-08-24,1415
카망치,2021-04-03,1340
카메진,2023-01-25,1340
카블짱,2020-08-29,915.83
카오스아리아,2023-08-06,1415
카오스천사,2021-09-17,1572.5
카우킹l,2022-12-22,1490
카운터입니다,2021-09-24,1415
카운터제가칠게연,2023-12-20,1563.33
카제로스큰형님,2023-07-22,1501.67
카페에서코코아한잔,2022-01-24,1335.83
칸슬레,2023-01-18,1487.5
칸쌍,2020-11-05,808.33
칸쵸도사,2022-12-03,1615.83
칼꿀벅,2022-03-19,1417.5
칼든허몽,2021-11-22,1415
칼떡,2023-12-24,1535
칼로의리퍼,2024-06-06,500
칼로의블래이드,2023-06-30,1460
칼로팡,2023-01-05,1523.33
칼먹은사태살,2022-01-14,1056.67
칼멩,2022-08-15,1492.5
칼바드시오,2023-12-23,1480
칼슈이커,2023-12-21,1580
칼슈타비,2023-01-18,1401.67
칼을든쭈니,2023-01-24,1387.5
칼잡이준돌이,2022-01-04,1370
칼잽이슬레,2023-11-16,53.33
칼쥐고하는거라곤모닥불,2023-12-20,1540
칼칼한차돌박이된장찌개,2023-12-21,1611.67
칼퇴하는바드,2021-07-15,51.67
캐리병,2020-08-28,915
캐릭터붓,2023-03-29,1600
캐번클럽,2020-09-16,915.83
캐시버스,2021-07-09,1325
캔디스이안,2022-02-24,106.67
캘모디안,2023-07-22,1510
캥거루왕주머니,2023-08-31,1560
캬르페,2023-06-08,1600
커런트잼,2023-07-20,1495
커마1시간자기관리5분,2023-09-09,805
커먼웰스는엘린의것이다,2022-01-12,1460
커브나츠,2023-07-20,1415
커스텀낫,2023-07-23,1498.33
커어염,2023-12-20,1475
커츠P,2023-06-30,1510
커피는이디야카페라떼,2022-05-21,460
커피사탕내놔,2024-06-29,1620
커피앤아트,2023-12-15,500
커피지기,2021-01-21,61.67
커피한잔마실시간은있자나,2024-07-13,1640
케밥이좋아,2022-07-07,1415
케틀쫑,2023-07-12,1430
케티펑,2021-09-25,1370
켈링,2020-08-22,980
코드네임영혼포식자,2023-07-21,128.33
코로나19최초감염자,2023-12-23,179.17
코로나너무싫다,2022-08-12,1340
코롱코롱롱,2021-08-05,106.67
코메르츠,2021-04-05,1325
코모모라이플,2024-07-12,1620
코무즈,2023-12-22,500
코미디언,2023-12-21,1620
코비대령,2020-09-09,920
코옹덖,2021-05-22,945
코인소방관,2021-04-24,822.17
코인쓸어간다,2023-12-26,1560
코코넛건슬링어,2021-04-04,915
코코인데요,2022-01-15,1460
코코패딩,2021-12-27,1370
코튼캔디프라푸치노,2024-07-10,1612.5
코피코커피,2023-07-21,1490
콜오브샤리네,2021-01-27,1395
콩수니컴퓨터,2024-01-21,1580
콩콩달다,2022-12-26,1490
콩콩유치원해그리기반,2022-05-15,1475
콩콩콩콩쿵쾅,2022-01-23,1445
콰니이,2020-08-23,1365
콰당탕충모닉,2023-07-06,1415
쿠레이드,2020-08-22,1370
쿠로하가,2022-01-12,1361.67
쿠리쿠리노쿠리,2022-12-22,1482.5
쿠아앙무섭지,2021-07-07,1414.17
쿠앤크맛프라페,2023-01-22,1490
쿠오노키츠네,2022-07-19,1460
쿠와나진,2022-01-21,1348.33
쿠요아요워로드,2021-07-27,302
쿠크본1부3용서포터,2023-01-08,1560
쿠키의냥냥소환,2022-09-12,960
쿨부,2021-03-10,1325
쿨뷰미,2023-07-20,1490
쿵철병철이,2024-03-16,1588.33
쿵쾅찍펑,2023-05-09,1620
쿼크체인70층,2021-05-16,1415
퀘법너프좀,2021-10-06,1325
퀴익,2020-08-23,987.5
퀸율하,2021-07-05,124.17
큐더블유e,2023-03-05,600
큐로데리,2022-01-31,1333.33
큐오큐오,2021-05-30,1325
큐티다이너마이튿감당강현,2021-12-16,1340
크라봉,2021-06-03,1042.5
크러쉬도화,2024-01-05,1487.5
크레비츠고급배럭,2020-08-23,1325
크레비츠고오오급배럭,2022-07-06,1505
크레비츠고오오오급배럭,2023-01-19,1540
크렌리,2022-07-21,145
크리스마스베이비,2023-12-24,1582.5
크리스마스홀리캣머그,2021-12-24,1445
크리스탈라이트o자몽,2022-07-19,1445
크리스폴,2021-08-11,1400
크리스퓌도낫,2023-07-29,1498.33
크림공쭈,2023-10-16,1460
크림맛,2023-12-25,1535
크앙숑숑,2021-11-29,52.5
크큭바드쨩,2021-02-27,1345.83
크킄리퍼짱,2021-01-25,1340
큰뿡선,2021-07-16,1410
클렌세,2021-12-23,145
클핑,2022-04-10,1415
킁거온다,2021-12-14,1370
킈타,2024-07-13,1640
키드쪙,2022-01-23,1325
키로로로,2023-07-25,1490
키르디,2022-02-10,1380
키마딸래미,2022-07-06,1470
키만짤바,2022-07-08,1460
키메브,2023-06-19,1543.33
키오의,2022-07-24,1340
키워서잡아먹어10,2021-12-24,1302
키워서잡아먹어3,2021-05-01,900
키위멘토스,2021-05-14,1340.83
킥배마,2022-03-15,1302
킹게토레이,2023-03-03,74.17
킹녀,2024-03-07,1620
킹묵,2021-12-22,1520.83
킹찹,2021-01-27,925
킹콩권,2023-07-01,1490
킹콩슬링어,2021-03-26,1050
타닥슬,2023-07-04,1503.33
타닥씌,2024-02-27,1620
타동로전,2022-07-08,1475
타라바하,2021-07-10,1302
타락벨,2022-07-23,1370
타르아르,2022-01-23,1445
타마고야키,2022-09-03,1516.67
타바하라,2021-08-19,400
타베타이네,2024-07-11,1626.67
타사라하,2023-11-26,1581.67
타임투블러드,2021-08-15,1340
타짜룽Lee,2022-09-17,460
타코보고놀람,2024-06-13,1614.17
타호호,2021-08-15,1302
탄귤,2023-12-21,1580
탄은재,2024-07-14,1640
탄콜,2022-04-27,1325
탄탄엽,2020-10-06,985
탈옥범,2021-08-28,1370
탈춤,2023-07-24,1540
탈코르셋박종명,2022-04-14,1560
탑위주로해주라,2022-03-22,1302
탑정호낚시왕,2023-08-22,1460
탕자H,2021-12-06,1375.83
태닝배마,2021-07-20,92.5
태다민,2022-01-31,460
태만칼코카슈,2020-10-28,1015
태무작,2020-12-16,960
태안건슬링어,2021-12-24,1302
태연한사신,2023-07-25,1490
태풍을부르는엄준식,2021-03-21,952.5
탱글모지,2023-12-20,1460
탱글소련,2021-09-04,302
탱미끼,2023-02-16,1475
탱싸개워로드,2021-08-16,1302
탱쏜,2022-04-16,1500.83
탱커잭스,2021-05-03,1340
탱킹서폿,2021-03-27,325
탱훌라,2024-07-12,1620
테드창,2023-12-20,1640
테헹헹,2023-05-15,526.67
텔그림,2022-12-28,1395
템포올려라안카나,2022-10-03,1435
텨치마이바디,2023-09-30,1580
토끼발뿅망치,2024-07-14,1640
토끼인데꼬삼BJ태북이,2022-11-18,441
토끼활잡이,2024-07-12,1640
토르난도페리스,2021-04-05,1340
토르샨,2021-08-12,1302
토르텐,2023-12-20,1460
토스트좋아,2023-06-30,1490
토이자라수,2024-02-04,1580
토팝,2022-07-08,1460
토히챤,2023-11-12,500
통발디자인과,2020-11-10,1037.5
통통한양토리,2023-11-02,1600.83
통통한참새,2021-07-12,1364.17
퇴마사김옥지,2023-07-19,1462.5
퇴물블래스터,2021-12-27,1333.33
툐끼공주,2021-07-23,1460
투지1,2022-06-11,1325
투첩,2021-08-09,1330.83
튜날,2023-07-20,1415
튜닝델,2024-02-19,171
튜디,2022-07-21,960
트강팔,2022-12-15,1589.17
트라우예,2020-10-08,1007.5
트러플치킨,2023-07-16,1465
트리플믹스,2023-08-09,1583.33
트릭컬우리함께시작해요,2023-11-22,1580
트립,2023-09-03,1610
트수멘탈브레이커,2023-12-20,1580
트위치지우다우팔로해주,2020-10-08,1412.5
트포생성기,2023-01-20,1515
특급미소녀,2023-02-24,1606.67
특대무당벌레인형,2022-04-27,1370
특신처단,2023-11-11,1505
특치일격3원한6,2023-01-07,1420
튼살크림,2021-07-11,79.17
튼튼와로드,2021-08-12,1302
틀닥닥,2021-03-26,1321.67
틈틈이스트레칭,2023-12-23,1571.67
티륵,2023-09-03,1415
티모시,2023-12-20,1580
티모임돠,2022-07-07,1447.5
티저,2022-03-08,1610.83
티즈라임,2021-08-27,1415
티즈카나,2023-07-20,1415
팀원도발,2021-04-05,189.17
팀을긴장시키는슬레이어,2023-01-20,1460
팃님,2022-05-03,1560
팃임,2022-05-03,1523.33
파괴명이,2023-12-22,1563.33
파괴의기술,2024-04-11,1520
파닥몽,2021-03-27,950
파도하프,2023-07-28,1546.67
파라누님,2023-01-18,1490
파란만장데빌헌터,2022-05-07,460
파랑츄르,2022-07-03,302
파르티어,2023-12-26,1536.67
파린이,2020-08-23,1360
파벳이다,2021-04-13,551.67
파숭송스님탁탁,2022-11-06,302
파슬레이어,2023-01-18,1492.5
파우산,2022-07-07,1475
파워촤,2024-07-14,1640
파이터츈,2021-01-21,1000
파인드아그,2022-09-01,1415
파인애플민트케이크,2023-07-22,1495
파전에막걸리임,2021-10-30,1415
파코쓰,2021-02-02,1383.33
파퀴아오열,2024-03-31,1600
파티받아봐1인분은해,2023-12-23,1589.17
파푸니카물주먹,2022-06-17,540
판배마,2021-01-21,867.5
팔복잉,2021-07-11,1430
팜쿠쿠,2023-01-16,1460
팝꽃,2023-12-21,1607.5
팝콘땡긴다,2021-03-07,980
팡봄,2022-07-27,302
팡석디트,2022-08-29,1500
팡슈엘,2021-03-14,558.67
팡시안,2023-07-09,1470
팡윤,2024-07-03,1620
팡하이,2021-07-09,1370
팥바게트,2023-06-27,1585
팥앙버터,2021-10-31,600
팥콩두유,2022-01-23,1445
패왕개복치,2023-12-20,1580
팬즈랑,2022-07-19,1462.5
팬화가,2022-01-16,1445
퍼스와이프,2021-08-14,1340.83
퍼지가,2021-10-21,600
퍼플포커,2023-12-16,1504.17
펄스건그레이브즈,2020-11-01,571
펄왕파천무,2023-12-21,1540
페리마데오,2020-09-07,915
페온셔틀,2021-03-21,940
페이탈소드와브루탈임팩트,2023-07-29,1447.5
페이튼길빵충,2021-07-01,61.67
펜네,2022-02-17,1345
펜들,2020-09-11,960
펠샨소울,2023-07-23,1500.83
펩트라이커,2022-06-02,1370
펭귄커피,2022-08-20,1100
펭미룰루,2023-03-03,1586.67
펭수시러,2023-12-13,1600
펭수왓뜸,2022-10-16,1596.67
펭워,2023-01-18,1415
편창배,2023-12-23,1589.17
평온승민,2021-10-05,1467.5
평타만때림,2021-10-16,1355
평화동II전쟁군주,2021-04-25,1365
폐지줍는할매척추브레이커,2023-12-22,1545
포격나인,2021-05-10,1344.17
포도가제일조아,2023-12-22,1528.33
포도먹고힘내,2021-12-28,190.83
포두부박력분,2023-01-25,1415
포로조아,2021-05-15,1050
포리는변신못함,2020-08-23,937.5
포보조,2022-08-11,1340
포비쨈,2022-07-06,1490
포빈,2022-02-02,1445
포슬팡팡,2024-02-03,1267.5
포식자는포동포동,2023-01-18,1470
포켓뽀이,2024-07-14,1640
포터도란,2022-08-20,70
포터소울,2023-07-20,1500
포터슈,2023-01-19,1493.33
포풍암살자,2020-09-19,875
폭격권,2024-01-04,1490
폭격형,2021-09-06,302
폭염속여우비,2024-02-16,1520
폭주보라냥이,2023-01-25,1340
폭주스웨그,2020-08-23,400
폭주아토,2020-08-22,1370
폭주여서커,2023-02-01,1445
폭주재도리,2024-07-12,1620
폭주홀나,2020-10-01,915
폰남캐,2022-04-07,1302
폰노바,2021-06-22,514
폴로폴로,2024-01-05,1477.5
폴카렛,2021-12-25,1310
폴폴스태프,2021-08-12,51.67
퐁당심해어,2023-08-19,1475
퐁듀,2020-09-14,616.5
퐁속,2022-07-18,1475
퐁키여라,2024-04-12,1597.5
퐁킹,2021-08-17,1450
퐁퐁나뚱이,2023-01-08,1445
퐁퐁려월,2021-01-29,915
퐁퐁소녀핑뚝이,2023-01-20,1490
퐁퐁이는나가있어,2021-08-11,1460
퐁퐁포롱퐁퐁,2021-01-10,1385
표룽이,2022-12-08,105.83
표본뗑,2024-06-03,1601.67
표슬비,2022-07-07,1422.5
표하연,2022-02-21,1370
푸곰이S2지민,2020-08-23,962.5
푸더더덕4세,2021-07-10,92.5
푸르가투스,2024-01-14,1560
푸른달서린,2023-12-02,1462.5
푸른달우리,2023-04-09,1560
푸릇푸릇석류,2023-12-20,1580
푸링바,2021-05-19,950
푸실,2021-05-02,1490
푸짐하눙,2024-07-15,1640
푸캵,2024-02-17,1593.33
푸템,2021-07-05,65
풀든풀빵,2021-02-27,1050
풀잎애,2022-07-07,1470
풀잎호두,2022-02-15,1325
품격있는냥펀치,2021-08-05,533.33
풍륜,2023-06-08,1576.67
풍서리,2023-12-21,1580
풍숩풍격투가,2021-08-23,1370
풍월수호,2021-08-17,1302
퓨리오브퓨리,2023-01-18,1490
퓩퓩퓨퓨퓩,2021-07-09,130
프레디마,2024-06-27,1620
프리사향,2022-01-09,1302
프리입니다,2021-04-11,980
프리쳐컬,2021-03-22,334.17
프리투,2022-01-13,1302
프인세,2023-12-31,1477.5
플또깡,2022-05-17,590
플램바드,2021-07-08,1325
플럼베리,2023-12-26,1595
플레인와플,2024-01-02,1540
플레임스카울,2023-12-22,1580
플로리,2022-01-12,1455
플륌,2021-04-15,1340
피니키르,2022-07-08,1398.33
피브리엘로,2022-11-22,1581.67
피유이유,2021-08-09,600
피치맛소녀,2022-07-09,167.5
핑구아가,2022-01-19,1415
핑크가터벨트,2021-11-12,1523.33
핑크연이,2020-08-23,1345.83
핑프승원,2024-02-01,1520
하고싶은건많은데시간부족,2021-05-23,822.17
하나레나이데,2022-01-23,1445
하나콩콩,2021-08-14,1302
하늑대,2024-07-14,1640
하는달이,2021-06-13,1027.5
하늘색보노보노,2024-02-08,1510
하늘에서내리는일억개의별,2021-08-13,77.5
하늘이내려준선물,2023-06-28,1495
하늘홀리,2021-04-19,915
하니벌레,2023-08-08,1415
하니쏘쏘,2022-12-22,1487.5
하랑별이,2023-07-19,1500
하렐뤼,2024-07-14,1640
하로술,2020-11-21,932.5
하리보곰돌,2022-03-13,1445
하승우,2020-10-17,915
하아팡,2021-07-31,1415
하안거엄,2022-07-18,1447.5
하얀과자,2021-03-22,1350.83
하얀색플라밍고,2022-05-16,302
하얀성기삽니다,2020-09-15,915
하얀수댕,2023-07-04,1415
하얀저울,2021-03-25,1335
하얼빈기상술사,2023-12-25,1580.83
하얼빈찐똥씨엔,2022-07-08,1340
하와가,2022-01-26,1437.5
하이드뱅,2021-08-22,1302
하이진,2023-12-20,1566.67
하이츠다에포,2022-01-29,1370
하이팅,2022-07-13,1460
하자마,2023-07-19,1490
하쥬,2021-11-03,1415
하츠류,2023-07-11,1415
하트뽁뽁,2020-08-22,947.5
하트야,2022-08-23,186.67
하퍼도아,2022-01-12,1480
하프교수님,2021-08-01,1400
하프누님,2022-04-23,460
하프똥땅똥땅,2023-01-12,1460
하프뜯는병아리,2021-07-05,1340.83
하프로팡,2023-01-15,1560
하프연주하는호랑이,2021-07-08,1338.33
학당먹물도둑,2022-12-31,1407.5
학점아이리온,2021-07-08,1392.5
한국헤비건틀릿협회원,2023-12-22,1589.17
한남동거주민,2021-01-09,1340
한놈만쏘자,2021-07-26,1417.5
한때는바드,2022-04-20,328.33
한며,2023-12-21,1563.33
한밤즁,2023-11-04,1594.17
한방아리,2021-03-15,1349.17
한방을노리는김민창,2022-02-22,1100
한붓그리깅,2022-01-12,1302
한소소,2023-10-14,1593.33
한양제일헌터,2023-12-23,1516.67
한주미에오,2022-04-27,460
한주옥,2023-04-29,906.67
한질풍,2024-07-11,1623.33
한집배달특한집아님,2024-01-03,1347.5
한파인애플,2023-12-22,1460
한함,2023-12-20,1580
할일은하자,2023-01-17,1340
할퐁,2024-07-13,1640
핥브레꺼,2023-12-22,1546.67
함마매니아,2021-12-24,1504.17
함생구Jr,2021-07-13,51.67
핫부농,2021-06-19,1366.67
항고골숲,2023-07-03,1496.67
항문에랜스꽂아버려,2023-09-18,1467.5
항문외과닥터,2022-02-28,1432.5
항상o,2020-11-07,1402.5
항소유,2023-04-21,302
해골기사알렌,2022-02-25,151.67
해동검도잼민이절단기,2023-06-29,1498.33
해동고등어무침,2024-05-06,1550
해린시치,2023-08-20,1490
해머양,2022-02-13,460
해머장군,2021-01-07,1351.67
해방된백수생활,2021-03-19,1328.33
해버드,2022-01-21,1506.67
해쉬브라운맥머핀,2022-01-01,1365
해얌미,2021-06-25,915
해양노비,2023-12-21,191.67
해장폭탄주,2021-05-24,1037.5
해저드,2022-01-30,1465
해족부이링실,2022-07-09,107.5
해크아이,2023-07-01,1498.33
해피바이러스,2023-12-22,1580
해피토요일,2023-12-25,1571.67
핸렝,2024-01-09,1583.33
햄공킹,2021-01-07,723.17
햄복한반바지,2021-10-12,460.33
햄숭의날씨,2022-07-09,1498.33
햇땅콩양갱,2022-01-14,1445
햇볕은쨍쨍모래알반짝반짝,2022-07-19,960
햇카푸,2021-08-12,1364.17
행로하게해주세요,2021-09-14,1327.5
행복한달빈이,2024-07-13,1630
행복한성준,2021-01-25,1020
행운의우산,2022-07-08,1490
행추추,2024-07-12,1620
행핑이,2024-01-05,1515
햐르니,2021-07-18,1370
향단이n,2023-02-01,205
햴퍼,2022-12-22,1467.5
허강인,2020-11-05,972.5
허강지,2022-12-19,1571.67
허니맛닭발,2022-12-29,90.83
허니밀크브레드,2023-03-24,1415
허리온,2022-02-15,1323.33
허서반갈,2023-08-14,1500
허옥빈,2022-12-26,1409.17
